borrower_income,credit_score,naics_code,equipment_type,loan_amount,down_payment,term_months,dealer_state,ltv,prior_defaults,bankruptcy_history,risk_flags,approved,loss_rate
104898.74,730.0,1119,Combine,97153.42,24043.54,51,MN,0.8016,0,0,,1,0.0237
80336.72,753.0,4238,Planter,240231.51,1109.33,66,ND,0.9954,0,0,high_ltv;low_down_payment,1,0.0853
145736.67,668.0,1152,Skid Steer,215828.58,56924.59,52,IA,0.7913,0,0,,0,0.0343
169619.73,716.0,1112,Loader,176162.67,38900.3,39,KS,0.8191,0,0,,1,0.021
135707.66,681.0,1111,Tractor,200594.19,99446.74,55,MN,0.6686,0,0,,1,0.0182
97126.44,743.0,1151,Loader,225642.54,53494.07,49,MN,0.8084,0,0,,1,0.0236
102949.88,658.0,1119,Tractor,188157.27,60398.78,56,KS,0.757,0,0,,1,0.0382
30000.0,706.0,1151,Baler,269592.28,45834.62,55,WI,0.8547,0,0,low_income,0,0.1254
180707.26,747.0,3331,Tractor,223139.21,89491.27,48,IN,0.7137,0,0,,1,0.0164
171303.59,695.0,1151,Combine,91180.96,27419.92,59,IN,0.7688,0,0,,1,0.0238
101086.8,704.0,4238,Loader,78345.14,27161.66,65,NE,0.7426,0,0,,1,0.0237
202139.66,711.0,1112,Skid Steer,219623.1,28073.71,68,MN,0.8867,0,0,,1,0.041
168509.26,680.0,1151,Skid Steer,66759.48,10552.94,62,SD,0.8635,0,0,,1,0.0411
30000.0,730.0,1113,Planter,61503.63,4881.27,52,IL,0.9265,0,0,low_down_payment;low_income,1,0.1529
74194.98,647.0,1121,Baler,202400.82,92038.95,78,NE,0.6874,0,0,long_term,1,0.0758
103090.48,690.0,1121,Baler,104319.6,13509.93,48,IL,0.8853,0,0,,0,0.0305
95372.11,722.0,1112,Planter,249665.75,45330.01,52,NE,0.8463,0,0,,1,0.0282
178815.93,657.0,4238,Combine,156399.04,31464.58,63,IA,0.8325,0,0,,1,0.0553
78633.68,700.0,4238,Sprayer,93710.95,20340.3,48,MN,0.8217,0,0,,1,0.033
85984.76,692.0,1112,Planter,89899.86,6321.22,55,IA,0.9343,0,1,low_down_payment;bankruptcy,0,0.1533
94217.23,705.0,1119,Planter,99971.09,28002.69,78,IL,0.7812,0,0,long_term,1,0.0366
73944.8,603.0,1111,Sprayer,206015.24,72252.42,61,MO,0.7403,0,0,low_credit,1,0.1248
88542.74,762.0,4238,Baler,57457.18,12182.35,71,WI,0.8251,0,0,,1,0.036
142591.96,750.0,1113,Combine,68771.46,6887.75,62,IN,0.909,0,0,low_down_payment,0,0.0449
101635.4,622.0,4238,Skid Steer,241002.32,74661.67,58,IL,0.7635,0,0,low_credit,1,0.0769
163046.84,590.0,1121,Skid Steer,61665.57,14847.9,62,MO,0.8059,0,0,low_credit,0,0.1322
46412.94,780.0,4238,Baler,62047.33,5870.19,54,NE,0.9136,0,0,low_down_payment;low_income,1,0.1165
66617.8,721.0,4238,Combine,247639.13,101820.56,50,WI,0.7086,0,0,,1,0.0314
122617.32,663.0,1112,Tractor,44623.81,14090.28,40,WI,0.76,0,0,,1,0.028
144238.9,647.0,4238,Baler,100912.55,31869.19,40,MO,0.76,0,0,,1,0.0374
139645.32,738.0,1152,Planter,84966.34,27729.65,66,KS,0.7539,0,0,,1,0.0251
125947.35,629.0,1151,Tractor,50506.57,8420.43,78,IA,0.8571,0,0,low_credit;long_term,1,0.1204
79048.57,660.0,1152,Loader,131776.65,28046.52,77,MN,0.8245,0,0,long_term,0,0.0848
130214.81,671.0,4238,Skid Steer,236436.75,36639.11,66,ND,0.8658,0,0,,1,0.0512
182675.96,580.0,1151,Tractor,266810.98,62055.93,63,IN,0.8113,0,0,low_credit,1,0.1479
105324.32,656.0,1113,Combine,144415.24,22983.19,42,MN,0.8627,0,0,,1,0.0469
105412.8,679.0,1111,Sprayer,299734.23,32382.67,82,IA,0.9025,0,0,low_down_payment;long_term,0,0.0753
60193.94,712.0,1121,Skid Steer,254052.55,88170.22,58,ND,0.7424,0,0,,0,0.0463
137931.6,648.0,1151,Tractor,263176.88,77034.67,47,MN,0.7736,0,0,,1,0.042
166581.12,698.0,1112,Sprayer,65099.27,27171.21,50,ND,0.7055,0,1,bankruptcy,1,0.07
69746.95,830.0,1111,Sprayer,173020.62,51865.33,46,SD,0.7694,0,0,,1,0.0337
74511.98,626.0,1112,Baler,240307.64,8076.51,37,WI,0.9675,1,0,high_ltv;low_down_payment;low_credit;prior_default,0,0.2402
145220.94,726.0,1112,Combine,104613.98,26884.37,73,IL,0.7956,0,0,long_term,1,0.0358
68209.87,708.0,1151,Loader,273942.39,49638.85,58,WI,0.8466,0,0,,1,0.0537
66174.0,729.0,1111,Combine,183584.92,42029.6,53,ND,0.8137,0,0,,1,0.0474
105901.68,619.0,1112,Planter,61271.4,22824.13,66,SD,0.7286,0,0,low_credit,0,0.0795
187392.94,629.0,1113,Planter,52287.66,23062.78,70,NE,0.6939,0,0,low_credit,1,0.0654
141032.36,700.0,1152,Tractor,221198.04,74475.58,43,ND,0.7481,0,0,,0,0.0173
30000.0,763.0,4238,Baler,226199.28,0.0,55,NE,1.0,0,0,high_ltv;low_down_payment;low_income,1,0.1897
115222.33,773.0,1151,Harvester,111583.05,22762.41,65,MN,0.8306,0,0,,1,0.0324
30000.0,629.0,1113,Tractor,164941.29,0.0,66,ND,1.0,0,0,high_ltv;low_down_payment;low_income;low_credit,0,0.2662
71867.71,687.0,3331,Tractor,127531.21,32755.33,40,KS,0.7956,0,0,,1,0.034
78718.68,692.0,1112,Harvester,196436.31,42403.79,63,ND,0.8225,0,0,,1,0.041
100962.12,770.0,1121,Planter,206831.3,118361.41,57,IL,0.636,0,0,,1,0.0141
167267.42,720.0,1112,Loader,88847.48,21901.58,79,MN,0.8022,0,0,long_term,1,0.0398
141875.14,667.0,1111,Loader,63663.87,36828.73,74,ND,0.6335,0,0,long_term,1,0.0308
92832.15,726.0,1119,Planter,170076.87,61265.52,84,KS,0.7352,0,0,long_term,1,0.034
152573.52,706.0,1113,Tractor,93667.02,13937.23,36,KS,0.8705,0,0,,1,0.0242
138108.0,610.0,1119,Planter,106733.27,16861.29,49,KS,0.8636,0,0,low_credit,1,0.1077
126906.83,693.0,1121,Sprayer,177424.35,64735.9,58,IL,0.7327,0,0,,1,0.0206
88191.87,712.0,1112,Sprayer,201276.54,49088.6,66,IL,0.8039,0,0,,1,0.0314
84697.11,622.0,1113,Sprayer,173663.17,36567.09,54,MO,0.8261,0,0,low_credit,1,0.0975
91947.04,685.0,1152,Harvester,243627.58,58505.19,63,SD,0.8064,0,0,,1,0.0314
139681.45,755.0,4238,Tractor,227008.39,13037.41,49,KS,0.9457,1,0,low_down_payment;prior_default,1,0.1198
81491.44,659.0,1112,Tractor,117187.04,28996.5,68,NE,0.8016,0,0,,1,0.0629
147181.96,642.0,1112,Sprayer,199305.09,28940.4,81,MO,0.8732,0,0,long_term,1,0.104
140153.15,743.0,3331,Baler,216990.39,34803.13,59,MN,0.8618,0,0,,1,0.033
159696.71,774.0,1151,Tractor,78518.22,19483.73,69,IN,0.8012,0,0,,1,0.031
113348.1,723.0,1121,Harvester,205053.37,53422.89,66,WI,0.7933,0,0,,1,0.0288
135078.8,648.0,1151,Harvester,256561.59,68025.9,60,IL,0.7904,0,0,,1,0.0532
96483.94,830.0,1152,Planter,189494.09,96653.8,57,SD,0.6622,0,0,,1,0.0156
115761.72,700.0,1112,Skid Steer,187617.1,89160.45,49,IN,0.6779,0,0,,1,0.0146
73580.03,682.0,1112,Sprayer,190198.99,12883.81,66,SD,0.9366,0,0,low_down_payment,1,0.0853
63703.1,620.0,1113,Skid Steer,188440.13,28264.47,72,IL,0.8696,0,0,low_credit,0,0.1754
133219.93,706.0,3331,Combine,172180.95,41488.01,48,IA,0.8058,0,0,,1,0.023
72454.39,665.0,1119,Loader,62167.87,7023.79,43,KS,0.8985,0,0,,0,0.0691
95709.94,741.0,1112,Combine,312085.44,25617.33,54,KS,0.9241,0,0,low_down_payment,1,0.0422
126586.07,703.0,1112,Skid Steer,65339.69,11763.88,72,IA,0.8474,0,0,,1,0.038
45738.37,751.0,1111,Loader,138676.92,38502.12,84,MN,0.7827,0,0,low_income;long_term,1,0.1129
78360.95,635.0,3331,Tractor,152852.6,38310.3,59,IN,0.7996,0,0,low_credit,1,0.0922
144139.25,658.0,1111,Combine,206467.95,21415.82,66,NE,0.906,0,0,low_down_payment,1,0.0771
116679.38,699.0,1112,Baler,67544.1,8500.63,65,WI,0.8882,0,0,,1,0.0394
41767.6,738.0,1119,Combine,250265.36,53610.13,55,KS,0.8236,1,0,low_income;prior_default,1,0.1839
55851.8,703.0,1152,Planter,166356.98,38666.61,79,MN,0.8114,0,0,low_income;long_term,1,0.0967
90319.03,675.0,1152,Combine,210975.8,76659.39,55,MN,0.7335,0,0,,1,0.0258
183462.98,727.0,4238,Planter,130929.22,22747.61,53,IL,0.852,0,0,,1,0.0292
95228.54,700.0,1113,Tractor,131504.61,14242.34,54,IL,0.9023,0,0,low_down_payment,0,0.0392
111819.34,715.0,1121,Loader,170814.79,28896.04,84,ND,0.8553,0,0,long_term,0,0.0509
85024.43,657.0,1151,Combine,96211.67,10605.06,67,WI,0.9007,0,0,low_down_payment,0,0.0868
156087.36,728.0,1121,Baler,46864.12,6780.73,40,MN,0.8736,0,0,,1,0.026
74676.67,671.0,1121,Loader,262139.46,59555.74,60,IL,0.8149,0,0,,1,0.058
126959.61,626.0,1113,Baler,168711.46,32196.29,40,MN,0.8397,0,0,low_credit,0,0.0743
112991.6,715.0,1119,Sprayer,196666.43,49329.81,48,MO,0.7995,0,0,,1,0.0225
77034.21,656.0,1113,Harvester,215067.57,0.0,47,NE,1.0,0,1,high_ltv;low_down_payment;bankruptcy,0,0.2344
106350.29,669.0,1112,Tractor,52891.29,4440.45,63,ND,0.9225,0,0,low_down_payment,0,0.0662
77628.84,719.0,1111,Baler,176909.27,38659.61,56,IN,0.8207,0,0,,1,0.0379
124175.58,684.0,1121,Baler,236048.61,49766.64,53,WI,0.8259,0,0,,1,0.0298
131270.39,718.0,1112,Loader,161737.94,17221.77,49,IN,0.9038,0,0,low_down_payment,1,0.0366
36793.86,616.0,1151,Baler,132346.82,47508.49,68,IN,0.7359,0,0,low_income;low_credit,0,0.1849
103184.59,564.0,1152,Baler,185904.08,11100.16,36,KS,0.9437,0,0,low_down_payment;low_credit,0,0.1894
160277.75,685.0,1119,Skid Steer,247197.14,58334.62,58,SD,0.8091,0,0,,1,0.0294
189471.14,729.0,3331,Planter,196690.99,56127.69,40,SD,0.778,0,0,,1,0.0184
92215.54,791.0,1112,Sprayer,171103.55,39618.63,83,IL,0.812,0,0,long_term,1,0.0435
149036.68,655.0,1113,Baler,78392.61,13433.52,59,ND,0.8537,0,0,,1,0.0574
62557.8,672.0,1113,Sprayer,180738.01,44875.96,69,MN,0.8011,0,0,,1,0.0791
166310.62,581.0,1113,Harvester,125361.64,66062.78,77,IA,0.6549,0,0,low_credit;long_term,1,0.1215
30000.0,673.0,4238,Harvester,151895.54,45079.61,73,WI,0.7711,0,0,low_income;long_term,1,0.1496
153661.87,725.0,3331,Skid Steer,219553.99,73164.13,63,IN,0.7501,0,0,,1,0.0236
103119.12,740.0,1113,Planter,114900.15,48140.07,72,NE,0.7047,0,0,,1,0.023
112268.61,776.0,1113,Baler,296644.62,27472.6,57,MN,0.9152,0,0,low_down_payment,1,0.0427
121054.03,668.0,1111,Skid Steer,42965.84,15575.34,65,WI,0.7339,0,0,,1,0.0338
33647.85,634.0,1111,Loader,39055.86,7165.11,78,WI,0.845,0,0,low_income;low_credit;long_term,0,0.2178
120836.88,711.0,1151,Combine,183748.25,73084.25,43,SD,0.7154,0,0,,1,0.0153
98068.5,707.0,1121,Planter,197069.35,51805.94,56,NE,0.7918,0,0,,0,0.0247
151521.42,591.0,1119,Tractor,205505.39,19145.96,71,SD,0.9148,0,0,low_down_payment;low_credit,1,0.1826
110101.67,616.0,3331,Combine,75358.61,23461.73,57,WI,0.7626,0,0,low_credit,1,0.0827
140322.94,705.0,1113,Skid Steer,81497.93,25462.69,59,SD,0.7619,0,0,,1,0.0232
134025.75,798.0,4238,Planter,233820.41,18412.09,60,NE,0.927,0,0,low_down_payment,1,0.0463
102768.44,759.0,1113,Tractor,129982.47,20501.94,81,IL,0.8638,0,0,long_term,1,0.0503
167824.12,738.0,1152,Tractor,168197.51,6644.8,84,IN,0.962,0,0,high_ltv;low_down_payment;long_term,1,0.085
103249.05,720.0,1151,Sprayer,55371.66,17766.92,50,SD,0.7571,0,0,,1,0.0199
158621.71,646.0,4238,Sprayer,89705.88,29733.26,64,NE,0.7511,0,0,,1,0.0508
107083.95,634.0,4238,Planter,181871.64,94431.91,74,MN,0.6582,0,0,low_credit;long_term,0,0.0622
46916.41,671.0,1151,Sprayer,199823.0,39854.54,76,IL,0.8337,0,0,low_income;long_term,1,0.1426
38521.15,763.0,1152,Loader,278309.02,52255.92,55,NE,0.8419,0,0,low_income,1,0.1049
133048.1,704.0,4238,Loader,136917.75,42652.98,57,NE,0.7625,0,0,,1,0.0226
97402.08,598.0,1113,Harvester,84316.61,21766.0,60,IN,0.7948,0,0,low_credit,1,0.1159
30000.0,610.0,4238,Planter,254072.49,73921.12,83,IN,0.7746,0,0,low_income;low_credit;long_term,0,0.222
84826.96,627.0,1119,Skid Steer,199776.77,47148.36,63,NE,0.8091,0,0,low_credit,1,0.096
30000.0,612.0,1152,Loader,56944.23,11924.76,75,IL,0.8268,0,0,low_income;low_credit;long_term,0,0.2306
71654.16,642.0,3331,Tractor,74874.76,9129.37,66,ND,0.8913,1,0,prior_default,0,0.2117
135068.9,677.0,1113,Tractor,190050.38,52867.73,60,IA,0.7824,0,0,,1,0.032
136338.54,736.0,1112,Sprayer,202574.23,45586.13,70,MN,0.8163,0,0,,1,0.0331
71891.16,724.0,1151,Tractor,131262.38,32766.5,84,MO,0.8002,0,0,long_term,1,0.0654
33562.82,643.0,1152,Planter,181211.05,30008.75,39,MN,0.8579,0,0,low_income,1,0.164
163470.61,669.0,1121,Sprayer,117272.48,16271.84,52,IA,0.8782,0,0,,1,0.0449
47766.52,707.0,1151,Loader,282140.24,55385.82,38,KS,0.8359,0,0,low_income,1,0.0706
146611.46,710.0,4238,Tractor,119309.44,44933.55,71,SD,0.7264,0,0,,1,0.0245
64210.6,710.0,1152,Baler,134085.13,15746.44,59,IN,0.8949,0,0,,1,0.0695
50295.46,667.0,1119,Sprayer,53256.21,25757.8,60,MO,0.674,0,0,low_income,1,0.0742
97294.53,594.0,3331,Baler,246204.63,16225.69,47,ND,0.9382,0,0,low_down_payment;low_credit,1,0.1597
149231.23,541.0,1119,Combine,161042.34,41294.79,50,NE,0.7959,0,0,low_credit,1,0.1773
156693.41,645.0,4238,Tractor,218295.02,41691.39,59,MN,0.8396,0,0,,1,0.0647
95517.65,667.0,1121,Combine,254920.29,54036.42,56,SD,0.8251,0,0,,1,0.0416
70135.26,764.0,4238,Sprayer,125576.27,24954.0,63,MO,0.8342,0,0,,1,0.0527
118321.49,787.0,4238,Tractor,185059.95,38703.41,61,KS,0.827,0,0,,1,0.0301
44078.66,666.0,1111,Baler,89365.59,12260.0,61,IN,0.8794,0,0,low_income,0,0.144
137135.12,620.0,1152,Tractor,160279.64,14474.26,79,IA,0.9172,0,0,low_down_payment;low_credit;long_term,0,0.1619
58812.07,658.0,1119,Combine,115617.59,25621.12,45,MN,0.8186,0,0,low_income,1,0.0903
118337.24,658.0,1151,Combine,81989.64,6729.74,76,ND,0.9241,0,0,low_down_payment;long_term,1,0.0992
72336.38,618.0,1121,Combine,205031.22,38772.51,43,MN,0.841,0,0,low_credit,1,0.1191
76357.68,703.0,1152,Tractor,234882.09,112202.78,67,SD,0.6767,0,0,,1,0.0278
58172.96,603.0,1121,Tractor,134306.06,14290.99,76,MN,0.9038,0,0,low_down_payment;low_income;low_credit;long_term,0,0.2342
75691.67,697.0,1113,Planter,77347.73,14154.56,64,ND,0.8453,0,0,,1,0.0483
41020.71,606.0,1113,Harvester,138565.48,44529.9,50,WI,0.7568,0,0,low_income;low_credit,0,0.1803
158987.84,711.0,4238,Tractor,195885.47,47963.04,60,IA,0.8033,0,0,,1,0.0273
102723.57,757.0,1119,Baler,101351.88,39212.37,36,MN,0.721,0,0,,1,0.014
106168.3,575.0,1151,Baler,105928.01,18310.46,50,KS,0.8526,0,0,low_credit,0,0.153
94223.8,641.0,4238,Combine,115081.29,19295.2,48,IL,0.8564,0,0,,1,0.063
181535.67,648.0,3331,Combine,228902.73,56785.6,63,IA,0.8012,0,0,,1,0.0572
43451.07,641.0,1111,Tractor,143424.36,25588.08,52,KS,0.8486,0,0,low_income,0,0.1592
91278.5,647.0,1151,Baler,189341.33,20401.96,67,MN,0.9027,0,0,low_down_payment,0,0.0906
117299.46,808.0,1112,Skid Steer,83727.45,28150.43,77,MO,0.7484,0,0,long_term,1,0.0322
116540.65,723.0,1151,Baler,109389.71,28890.64,80,SD,0.7911,0,0,long_term,1,0.0389
121281.58,610.0,1152,Planter,158940.41,38655.85,41,NE,0.8044,0,0,low_credit,0,0.0839
49906.35,660.0,1151,Sprayer,253790.72,61756.18,67,NE,0.8043,0,0,low_income,0,0.1243
109147.97,677.0,1151,Sprayer,146237.8,29128.1,59,KS,0.8339,0,0,,1,0.0378
107745.67,734.0,1111,Skid Steer,172118.16,34218.68,58,WI,0.8342,1,0,prior_default,1,0.0908
137105.72,717.0,1113,Combine,156932.27,52106.0,58,IN,0.7507,0,0,,1,0.022
67915.21,681.0,1119,Planter,161095.57,43658.05,58,ND,0.7868,0,0,,1,0.0515
30000.0,659.0,1121,Loader,299824.92,38589.46,55,ND,0.886,0,0,low_income,0,0.1775
104110.9,640.0,3331,Combine,235494.32,83644.83,39,IL,0.7379,0,0,low_credit,1,0.0424
30000.0,715.0,1111,Tractor,151630.63,43809.05,69,SD,0.7758,0,0,low_income,1,0.1174
89174.43,728.0,1113,Combine,66105.77,32270.74,36,ND,0.672,0,0,,1,0.0119
68611.63,652.0,1111,Tractor,141185.37,40700.58,73,ND,0.7762,0,0,long_term,1,0.0975
121052.07,726.0,1151,Baler,60035.76,6670.73,58,NE,0.9,0,0,,1,0.0371
101790.78,627.0,1151,Planter,78266.91,20552.67,52,IL,0.792,0,0,low_credit,1,0.0728
117830.57,664.0,1119,Harvester,88191.65,74021.88,77,MN,0.5437,0,0,long_term,1,0.0243
121923.13,639.0,4238,Sprayer,36124.79,15215.19,51,IA,0.7036,0,0,low_credit,1,0.0453
45243.04,714.0,3331,Sprayer,50307.59,3989.09,43,NE,0.9265,0,0,low_down_payment;low_income,0,0.1102
132317.4,689.0,1121,Planter,127895.88,46093.54,51,MN,0.7351,0,0,,1,0.019
159202.84,689.0,3331,Combine,270422.37,35882.32,42,WI,0.8829,0,0,,1,0.028
150144.26,730.0,3331,Skid Steer,72178.71,38820.03,66,MN,0.6503,0,0,,1,0.0171
119323.1,640.0,1152,Tractor,177651.98,3022.92,36,IN,0.9833,0,0,high_ltv;low_down_payment,1,0.0947
89540.89,687.0,1112,Harvester,156139.06,57682.77,63,IA,0.7302,0,0,,1,0.0236
126483.48,780.0,1152,Tractor,169238.93,64762.67,55,SD,0.7232,0,0,,1,0.019
192756.25,648.0,1112,Loader,167925.93,45118.22,70,MN,0.7882,0,0,,1,0.0601
114195.65,697.0,1152,Planter,232595.52,68681.04,59,IA,0.772,0,0,,1,0.0241
114995.95,684.0,1113,Sprayer,235632.98,32082.21,62,ND,0.8802,0,0,,1,0.0411
30000.0,642.0,1152,Planter,47545.24,13300.28,71,WI,0.7814,0,0,low_income,1,0.1801
144049.9,648.0,1151,Skid Steer,294528.78,49007.86,54,MO,0.8573,0,0,,1,0.061
122756.97,786.0,1152,Harvester,86598.28,8919.81,64,IN,0.9066,0,0,low_down_payment,1,0.0458
140903.66,659.0,1113,Tractor,188838.85,0.0,55,NE,1.0,0,0,high_ltv;low_down_payment,1,0.0951
34176.35,637.0,1152,Baler,173869.92,29403.87,75,NE,0.8553,0,0,low_income;low_credit;long_term,0,0.2154
154326.41,645.0,1152,Skid Steer,43563.89,7360.06,52,KS,0.8555,0,0,,1,0.0617
119683.45,687.0,1113,Harvester,60946.01,0.0,60,ND,1.0,1,1,high_ltv;low_down_payment;prior_default;bankruptcy,0,0.2611
72786.42,691.0,1112,Loader,134203.11,97943.05,42,KS,0.5781,0,0,,1,0.0145
30000.0,786.0,1119,Harvester,247923.21,72172.97,45,MN,0.7745,0,0,low_income,1,0.0924
93755.75,573.0,1111,Sprayer,115275.92,25703.88,73,IA,0.8177,0,0,low_credit;long_term,0,0.176
123320.84,714.0,1113,Tractor,301883.89,0.0,57,NE,1.0,0,0,high_ltv;low_down_payment,1,0.062
84846.01,793.0,4238,Loader,147199.52,26178.55,64,WI,0.849,0,0,,1,0.0389
96937.53,677.0,3331,Combine,91602.62,25217.31,68,ND,0.7841,0,0,,1,0.0358
99044.44,659.0,4238,Combine,320813.44,20078.2,44,IL,0.9411,0,0,low_down_payment,0,0.0645
92249.56,719.0,3331,Skid Steer,113072.04,19885.91,40,IA,0.8504,0,0,,1,0.0239
107969.25,659.0,1121,Baler,244904.31,61235.19,47,MN,0.8,0,0,,1,0.0381
162151.93,656.0,1113,Harvester,84521.2,17732.16,62,ND,0.8266,0,0,,1,0.0545
65991.64,753.0,1119,Tractor,113359.65,22695.73,63,MO,0.8332,0,0,,1,0.0579
59825.03,725.0,1121,Planter,232817.63,33060.84,62,IL,0.8757,0,0,low_income,1,0.0817
190857.68,732.0,1111,Planter,196016.2,52180.03,54,IN,0.7898,0,0,,1,0.0238
59088.15,691.0,1119,Harvester,283023.54,60880.32,47,IL,0.823,0,1,low_income;bankruptcy,0,0.1626
123276.18,717.0,1152,Tractor,259501.09,20272.71,84,IL,0.9275,0,0,low_down_payment;long_term,0,0.0703
153884.67,651.0,1152,Harvester,203164.44,43313.59,71,MN,0.8243,0,0,,1,0.0653
185352.93,734.0,4238,Sprayer,90770.32,12375.72,51,WI,0.88,0,0,,1,0.0313
103113.61,709.0,3331,Sprayer,200657.77,49307.03,62,IA,0.8027,0,0,,1,0.0281
64343.29,645.0,1112,Sprayer,74348.27,35110.37,48,WI,0.6792,0,0,,0,0.0611
38037.45,745.0,1119,Harvester,209644.77,34123.35,44,IA,0.86,0,0,low_income,0,0.0991
93192.98,676.0,1152,Sprayer,144621.29,42819.31,75,WI,0.7716,0,0,long_term,1,0.0432
30000.0,627.0,1151,Harvester,202153.34,37616.97,63,MO,0.8431,0,0,low_income;low_credit,0,0.2125
169416.47,735.0,1113,Tractor,212770.32,30025.93,63,MN,0.8763,0,0,,1,0.0368
55203.79,723.0,1121,Baler,45275.16,11607.27,72,MN,0.7959,0,0,low_income,0,0.0802
160927.37,693.0,1112,Baler,70040.89,12916.01,50,WI,0.8443,0,0,,1,0.0272
121187.02,710.0,1152,Combine,126776.96,56927.67,69,MN,0.6901,0,0,,1,0.0208
127554.37,691.0,1113,Sprayer,46645.11,9004.2,36,WI,0.8382,0,0,,1,0.0215
178897.28,702.0,1152,Combine,49030.8,10170.35,65,MN,0.8282,0,0,,1,0.0321
141053.03,693.0,1152,Loader,259250.54,46380.16,75,MN,0.8482,0,0,long_term,0,0.044
143183.22,770.0,1121,Combine,127992.1,21413.98,62,IN,0.8567,0,0,,1,0.0339
158123.73,789.0,1151,Combine,253833.3,66027.04,68,MO,0.7936,0,0,,1,0.0297
163367.57,622.0,1112,Harvester,114468.71,12067.77,54,MN,0.9046,0,0,low_down_payment;low_credit,1,0.1171
59876.79,830.0,3331,Planter,149694.82,0.0,67,IN,1.0,1,0,high_ltv;low_down_payment;low_income;prior_default,1,0.234
80709.53,728.0,3331,Tractor,89794.08,24025.51,51,WI,0.7889,0,0,,1,0.0291
30000.0,628.0,1112,Loader,189225.81,17363.38,54,WI,0.916,0,0,low_down_payment;low_income;low_credit,1,0.2321
67407.89,682.0,1152,Combine,163035.76,34971.11,50,MO,0.8234,0,0,,1,0.0521
101227.99,637.0,1152,Baler,195175.82,46270.67,60,IN,0.8084,0,0,low_credit,1,0.0727
218431.89,734.0,1152,Sprayer,214449.54,30475.33,75,KS,0.8756,0,0,long_term,1,0.0481
111818.26,700.0,1112,Skid Steer,196772.77,57015.42,75,MN,0.7753,0,0,long_term,1,0.0343
76954.69,651.0,1111,Skid Steer,245208.73,56799.29,52,NE,0.8119,0,0,,0,0.0667
116939.3,644.0,1151,Combine,141830.55,36224.64,58,IN,0.7966,0,0,,1,0.0563
82956.65,585.0,1113,Skid Steer,149563.05,48122.04,63,SD,0.7566,0,0,low_credit,1,0.1373
79759.54,746.0,1112,Sprayer,134595.36,36670.79,49,SD,0.7859,0,0,,1,0.0287
30000.0,635.0,1113,Skid Steer,54495.73,12981.5,59,IA,0.8076,0,0,low_income;low_credit,0,0.1906
97977.14,669.0,1113,Baler,73663.54,13395.84,84,IA,0.8461,0,0,long_term,1,0.0687
102851.04,670.0,3331,Baler,252617.59,82002.11,58,SD,0.7549,0,0,,1,0.0318
30000.0,733.0,1151,Combine,72466.71,7690.87,63,MO,0.9041,0,0,low_down_payment;low_income,0,0.1584
60585.91,655.0,1152,Planter,152878.49,50512.25,62,KS,0.7516,0,0,,1,0.0837
37585.03,773.0,1119,Skid Steer,225899.39,81354.87,62,MN,0.7352,0,0,low_income,1,0.0858
66748.91,613.0,1151,Harvester,96843.6,30114.53,59,SD,0.7628,0,0,low_credit,0,0.1305
45643.64,686.0,1112,Combine,295552.12,17354.66,83,MN,0.9445,0,0,low_down_payment;low_income;long_term,1,0.1767
65367.69,704.0,1151,Combine,118890.73,44264.12,70,NE,0.7287,0,0,,1,0.0459
84212.92,612.0,1113,Baler,232517.37,80814.45,83,ND,0.7421,0,0,low_credit;long_term,0,0.1257
103210.7,695.0,1119,Baler,234267.18,50939.4,36,KS,0.8214,0,0,,1,0.0203
78638.39,727.0,1111,Planter,159127.25,67413.53,52,IN,0.7024,0,0,,1,0.0229
56062.4,640.0,1152,Sprayer,264686.77,6568.61,40,IN,0.9758,0,0,high_ltv;low_down_payment;low_income,0,0.1787
35876.18,622.0,1112,Planter,84185.98,9330.9,59,ND,0.9002,0,0,low_down_payment;low_income;low_credit,1,0.2279
95946.46,797.0,1152,Baler,199696.75,36433.08,38,KS,0.8457,0,0,,1,0.0228
131787.87,722.0,3331,Combine,305865.01,16887.52,66,WI,0.9477,0,0,low_down_payment,1,0.0538
51561.3,695.0,3331,Skid Steer,62099.94,14345.4,43,WI,0.8123,0,0,low_income,1,0.0642
80640.85,700.0,1119,Sprayer,211221.79,21423.37,52,ND,0.9079,0,0,low_down_payment,0,0.0492
158070.2,716.0,4238,Planter,216002.55,43071.38,42,NE,0.8337,0,0,,1,0.0232
84944.42,570.0,1121,Baler,181544.93,46714.13,60,MN,0.7953,0,0,low_credit,0,0.1608
81915.24,680.0,1113,Combine,128483.52,14758.81,50,KS,0.897,0,0,,1,0.0479
117654.29,739.0,3331,Combine,84865.93,18113.28,55,WI,0.8241,0,0,,1,0.0273
119530.92,767.0,1121,Baler,83328.79,31715.17,72,MO,0.7243,0,0,,1,0.0247
30000.0,723.0,1113,Combine,169906.52,42620.8,48,WI,0.7995,0,0,low_income,1,0.102
167327.68,704.0,3331,Planter,134740.5,66710.61,59,MO,0.6688,0,0,,1,0.0165
108603.72,568.0,3331,Harvester,74066.43,39046.96,67,IA,0.6548,0,0,low_credit,1,0.1195
110662.62,662.0,4238,Harvester,287390.29,42197.66,46,MN,0.872,0,0,,1,0.0455
77091.07,693.0,1119,Sprayer,298147.12,50273.95,66,IA,0.8557,0,0,,1,0.0497
40255.12,708.0,1119,Planter,155228.47,77164.52,64,NE,0.668,0,0,low_income,1,0.0682
