make,model,year,hours,price,location,condition,serial_number,source,timestamp,listing_id,title,asset_type,auction,sale_date,buying_format,image_url,source_url,auction_type,buy_now,buy_now_text,features
Challenger,MT855B,2007.0,,,"St Jean Baptiste, MB, CAN",,AGCC0855JNSJG1034,RitchieBros,2026-01-20 22:53:28.229233,CCAFAF32-A100-3764-8717-06DB64536DD1,2007 Challenger MT855B Track Tractor,Track Tractor,"St Jean Baptiste, MB, CAN - Apr 17, 2026",2026-04-17 13:00:00,Live Auction,https://cdn.ironpla.net/i/20571/471/d4aaeb61-4f48-4e18-ac72-eaa6b0d5a746.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,6150M,2014.0,,,"Foremost, AB, CAN",,1L06150MJEG799820,RitchieBros,2026-01-20 22:53:28.229233,D7CAFD32-896F-3491-AC63-79602BDB1693,2014 John Deere 6150M 4WD Tractor,4WD Tractor,"Foremost, AB, CAN - Mar 17, 2026",2026-03-17 14:00:00,Live Auction,https://cdn.ironpla.net/i/19359/653/7ee5248e-cab7-418f-b0ff-6caeafda4d2d.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,8245R,2010.0,,,"Bow Island, AB, CAN",,1RW8245RAAD005054,RitchieBros,2026-01-20 22:53:28.229233,093341EE-E5E4-38EF-9FBD-B72A18EAA39C,2010 John Deere 8245R 4WD Tractor,4WD Tractor,"Bow Island, AB, CAN - Mar 25, 2026",2026-03-25 14:00:00,Live Auction,https://cdn.ironpla.net/i/19623/513/1fd89a11-d108-440a-8874-01ac3ff959bd.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,8235R,2011.0,,,"Enchant, AB, CAN",,1RW8235RABD043380,RitchieBros,2026-01-20 22:53:28.229233,3CBEDE40-7D5F-30BB-A6FD-87B4F85EAA94,2011 John Deere 8235R 4WD Tractor,4WD Tractor,"Enchant, AB, CAN - Mar 26, 2026",2026-03-26 14:00:00,Live Auction,https://cdn.ironpla.net/i/20293/345/694b5777-67cf-47a6-a588-eabf9cc7e153.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Versatile,2425,2003.0,,,"Rabbit Lake, SK, CAN",,300785,RitchieBros,2026-01-20 22:53:28.229233,2562E120-6881-333B-B419-2F68ABD125B1,2003 Versatile 2425 Articulated Tractor,Articulated Tractor,"Rabbit Lake, SK, CAN - Apr 14, 2026",2026-04-14 14:00:00,Live Auction,https://cdn.ironpla.net/i/20305/799/ade6aa3c-7385-4f7c-b0a9-5101cf672752.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
2005,2375,2005.0,,,"Newdale, MB, CAN",,302161,RitchieBros,2026-01-20 22:53:28.229233,27FA3D9B-2226-35B9-98D4-400C985E4BA8,2005 Buhler Versatile 2375 Articulated Tractor,Articulated Tractor,"Newdale, MB, CAN - Apr 18, 2026",2026-04-18 13:00:00,Live Auction,https://cdn.ironpla.net/i/20838/750/f7b8be44-cef6-45d5-bad4-3009df962a1a.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,9330,2010.0,,,"Vauxhall, AB, CAN",,1RW9330PHAP016459,RitchieBros,2026-01-20 22:53:28.229233,9C253275-6347-3E5C-8907-CB4363E04CDE,2010 John Deere 9330 Articulated Tractor,Articulated Tractor,"Vauxhall, AB, CAN - Apr 07, 2026",2026-04-07 14:00:00,Live Auction,https://cdn.ironpla.net/i/19767/505/3e92fc16-03e9-45a3-879d-a81af05eea1a.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Fendt,1162 Vario MT,2021.0,,,"Tulare, CA, USA",,AGCF1162CNNNG1075,RitchieBros,2026-01-20 22:53:28.229233,57568F7D-B719-3888-B7F1-CC3E6BECB6CB,2021 Fendt 1162 Vario MT Track Tractor,Track Tractor,"California Regional Event, USA - Feb 12, 2026",2026-02-12 17:00:00,Live Auction,https://cdn.ironpla.net/i/21141/777/686c37ab-44ed-4503-9c2f-8c0e3530fa7a.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Versatile,2425,2003.0,,,"Wolseley, SK, CAN",,300469,RitchieBros,2026-01-20 22:53:28.229233,B49A5221-6E0D-3C5A-B116-41A6A31E0721,2003 Versatile 2425 Articulated 4WD Tractor,Articulated Tractor,"Wolseley, SK, CAN - Apr 01, 2026",2026-04-01 14:00:00,Live Auction,https://cdn.ironpla.net/i/19601/624/aae70f25-3e1c-4714-a464-563f9b2a27b5.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7920,2005.0,,,"Foremost, AB, CAN",,RW7920D035706,RitchieBros,2026-01-20 22:53:28.229233,96030090-FF46-399B-B685-39219D3BA365,2005 John Deere 7920 4WD Tractor,4WD Tractor,"Foremost, AB, CAN - Mar 17, 2026",2026-03-17 14:00:00,Live Auction,https://cdn.ironpla.net/i/19329/559/6f48836b-447a-43fd-8d51-d1d9a775897a.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,9630T,2008.0,,,"Gilbert Plains, MB, CAN",,RW9360T902361,RitchieBros,2026-01-20 22:53:28.229233,F33A7E52-46AB-30B5-B226-3834269724B9,2008 John Deere 9630T Track Tractor,Track Tractor,"Gilbert Plains, MB, CAN - Mar 26, 2026",2026-03-26 13:00:00,Live Auction,https://cdn.ironpla.net/i/19140/959/0bad1a45-727a-4f2d-8c0f-f094b837f7b8.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,6155R,2016.0,,,"Nisku, AB, CAN",,1RW6155RKGA024319,RitchieBros,2026-01-20 22:53:28.229233,81B27F1D-3FA3-3297-A088-1F11F586C545,2016 John Deere 6155R 4WD Tractor,4WD Tractor,"Alberta Regional Event, CAN - Feb 03, 2026",2026-02-03 16:00:00,Live Auction,https://cdn.ironpla.net/i/21182/909/374fe147-9a38-4adb-a2f5-e74867f27965.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
McCormick,TTX230 XtraSpeed,2017.0,,,"Wakaw, SK, CAN",,7VECS22160,RitchieBros,2026-01-20 22:53:28.229233,BA98299C-F3D7-3988-A681-0296E162FD03,2017 McCormick TTX230 XtraSpeed 4WD Tractor,4WD Tractor,"Wakaw, SK, CAN - Apr 14, 2026",2026-04-14 14:00:00,Live Auction,https://cdn.ironpla.net/i/20228/911/becc5f8a-9911-41b0-9480-5cbec703ec42.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,8100,1997.0,,,"Liebenthal, SK, CAN",,RW8100P011287,RitchieBros,2026-01-20 22:53:28.229233,063B4F64-DA66-3B27-A2E7-86DB4AD00EC6,1997 John Deere 8100 4WD Tractor,4WD Tractor,"Liebenthal, SK, CAN - Mar 30, 2026",2026-03-30 14:00:00,Live Auction,https://cdn.ironpla.net/i/20758/261/7a310621-a490-4bcc-a9c9-45abd90b47e0.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,T7.230,2018.0,,,"Debert, NS, CAN",,HACT7230TJE401777,RitchieBros,2026-01-20 22:53:28.229233,4CA5F433-CD61-3FF2-A1F4-E3C6F0EAD607,2018 New Holland T7.230 4WD Tractor,4WD Tractor,"Atlantic Regional Event, CAN - Mar 24, 2026",2026-03-24 12:00:00,Live Auction,https://cdn.ironpla.net/i/20657/301/3effd0c2-f9b7-4fea-abac-6fb079227a1c.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7420,2007.0,,,"Rabbit Lake, SK, CAN",,RW7420R061606,RitchieBros,2026-01-20 22:53:28.229233,25F9E15B-75ED-3EBC-8FCB-A6203E837F88,2007 John Deere 7420 4WD Tractor,4WD Tractor,"Rabbit Lake, SK, CAN - Apr 14, 2026",2026-04-14 14:00:00,Live Auction,https://cdn.ironpla.net/i/20305/776/d805f554-573b-458d-9538-f39ae2cabe0c.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7530,2009.0,,,"Manning, AB, CAN",,RW7530K012366,RitchieBros,2026-01-20 22:53:28.229233,742FF041-37B4-372A-8384-50A04CDB472E,2009 John Deere 7530 4WD Tractor,4WD Tractor,"Manning, AB, CAN - Apr 09, 2026",2026-04-09 14:00:00,Live Auction,https://cdn.ironpla.net/i/20738/905/e97fbb51-e146-4c76-8e41-aa6bf14b8b8b.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,Magnum 335,2011.0,,,"Kenville, MB, CAN",,ZARZ07933,RitchieBros,2026-01-20 22:53:28.229233,E60ADE9A-B320-38EA-815B-8221F76A9955,2011 Case IH Magnum 335 4WD Tractor,4WD Tractor,"Kenville, MB, CAN - Apr 09, 2026",2026-04-09 13:00:00,Live Auction,https://cdn.ironpla.net/i/20674/337/c5830abc-82f2-4c9a-8105-54f74682f4a7.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,STX375,2002.0,,,"Richard, SK, CAN",,JEE1001796,RitchieBros,2026-01-20 22:53:28.229233,DD809DB9-74B2-37C7-B785-601FE8D9A677,2002 Case IH STX375 Articulated Tractor,Articulated Tractor,"Richard, SK, CAN - Apr 13, 2026",2026-04-13 14:00:00,Live Auction,https://cdn.ironpla.net/i/20646/37/175dbc3b-63c8-47aa-967f-b8fc442f69c4.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,Puma 160,2013.0,,,"Grandview, MB, CAN",,ZCBP21399,RitchieBros,2026-01-20 22:53:28.229233,80237C69-4698-3A96-B7C5-33ADBD2C2C3A,2013 Case IH Puma 160 4WD Tractor,4WD Tractor,"Grandview, MB, CAN - Mar 27, 2026",2026-03-27 14:00:00,Live Auction,https://cdn.ironpla.net/i/20827/446/59a7cd27-22ec-4fa1-af38-b58fbc11dfc8.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,9630,2009.0,,,"Sibbald, AB, CAN",,RW9630P010971,RitchieBros,2026-01-20 22:53:28.229233,8FE24A0C-930E-3AF7-8991-B7345DA7D1D7,2009 John Deere 9630 Articulated Tractor,Articulated Tractor,"Sibbald, AB, CAN - Mar 11, 2026",2026-03-11 14:00:00,Live Auction,https://cdn.ironpla.net/i/19960/709/b8165dd5-3f99-4ad9-84bf-0cc67d5c8068.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,9400,2001.0,,,"Amaranth, MB, CAN",,RWTPID3011308,RitchieBros,2026-01-20 22:53:28.229233,D4BE1886-26F8-3C43-A634-4379E549232D,2001 John Deere 9400 Articulated Tractor,Articulated Tractor,"Amaranth, MB, CAN - Apr 15, 2026",2026-04-15 17:00:00,Live Auction,https://cdn.ironpla.net/i/20298/59/095d58ab-a845-46c9-bf9a-ac10e6b4ab32.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,8200,1998.0,,,"Bow Island, AB, CAN",,RW8200P020790,RitchieBros,2026-01-20 22:53:28.229233,7DE50DDE-3C26-3AE3-AA5E-1CE2023A21A8,1998 John Deere 8200 4WD Tractor,4WD Tractor,"Bow Island, AB, CAN - Mar 25, 2026",2026-03-25 14:00:00,Live Auction,https://cdn.ironpla.net/i/19623/512/393188b8-36d5-4fc7-a271-c43def564bfb.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7830,2007.0,,,"Gilbert Plains, MB, CAN",,RW7830A007063,RitchieBros,2026-01-20 22:53:28.229233,23EEE7CB-6544-3403-921B-E682F55BF5B2,2007 John Deere 7830 4WD Tractor,4WD Tractor,"Gilbert Plains, MB, CAN - Mar 26, 2026",2026-03-26 13:00:00,Live Auction,https://cdn.ironpla.net/i/19140/956/924ade83-0315-4960-9733-247471664aa1.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,New,2000.0,,,"Glenside, SK, CAN",,D108226,RitchieBros,2026-01-20 22:53:28.229233,9FFB6828-6D92-30E4-8A23-C10932DC3D73,2000 New Holland 9484 Articulated Tractor,Articulated Tractor,"Glenside, SK, CAN - Apr 15, 2026",2026-04-15 14:00:00,Live Auction,https://cdn.ironpla.net/i/19791/701/c1cebde2-9181-4f78-a38b-c13e960634c7.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,Steiger 500,2011.0,,,"Moree, NSW, AUS",,ZBF126379,RitchieBros,2026-01-20 22:53:28.229233,16DE0611-6A40-3FBF-9F9B-BB72876DE7CF,2011 Case IH Steiger 500 Articulated Tractor,Articulated Tractor,"Australia National Unreserved Auction, AUS - Feb 25, 2026",2026-02-24 22:00:00,Live Auction,https://cdn.ironpla.net/i/20968/105/c2da2744-2e2e-3d7d-9fd9-65de9bb22978.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,Farmall 115C,2017.0,,,"St Walburg, SK, CAN",,ZHJV50025,RitchieBros,2026-01-20 22:53:28.229233,E3E801E2-AC92-3FC0-92A2-68922A03B55F,2017 Case IH Farmall 115C 4WD Tractor,4WD Tractor,"St Walburg, SK, CAN - Apr 23, 2026",2026-04-23 14:00:00,Live Auction,https://cdn.ironpla.net/i/20674/910/45ed1a8b-0ecb-4b3c-8e61-979de592914b.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Challenger,MT955C,2009.0,,,"Luseland, SK, CAN",,AGCC0955JNUSG1063,RitchieBros,2026-01-20 22:53:28.229233,38E9CBEB-2B5A-3B65-BE81-1925D8E1859B,2009 Challenger MT955C Articulated Tractor,Articulated Tractor,"Luseland, SK, CAN - Apr 08, 2026",2026-04-08 14:00:00,Live Auction,https://cdn.ironpla.net/i/19702/56/a717fe91-c3c9-4d90-a8e0-76f4c5ee6402.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7930,2009.0,,,"Gilbert Plains, MB, CAN",,RW7930A022875,RitchieBros,2026-01-20 22:53:28.229233,B6A0A50D-24D2-3F3D-A6AF-C5371B72CCDE,2009 John Deere 7930 4WD Tractor,4WD Tractor,"Gilbert Plains, MB, CAN - Mar 26, 2026",2026-03-26 13:00:00,Live Auction,https://cdn.ironpla.net/i/19140/957/1bb807b8-42db-4509-8d49-246601273674.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,MX215,2006.0,,,"Wakaw, SK, CAN",,Z6RZ01238,RitchieBros,2026-01-20 22:53:28.229233,333891FE-F3EF-396D-8E95-8A0A690EAE07,2006 Case IH MX215 4WD Tractor,4WD Tractor,"Wakaw, SK, CAN - Apr 14, 2026",2026-04-14 14:00:00,Live Auction,https://cdn.ironpla.net/i/20228/939/223fd839-ad4a-44c6-a95f-824a1e69e2c5.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,9280,1991.0,,,"Richard, SK, CAN",,JCB0027325,RitchieBros,2026-01-20 22:53:28.229233,51FA546A-C27B-3A92-B0A8-0E222CE3780C,1991 Case IH 9280 Articulated Tractor,Articulated Tractor,"Richard, SK, CAN - Apr 13, 2026",2026-04-13 14:00:00,Live Auction,https://cdn.ironpla.net/i/20646/35/c72fed68-5da3-423f-aac9-355d68c112f4.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,M7-171,2016.0,,,"Vegreville, AB, CAN",,10460,RitchieBros,2026-01-20 22:53:28.229233,AD7F662B-F1A4-397E-BA0C-B9D6ECC48AA1,2016 Kubota M7-171 4WD Tractor,4WD Tractor,"Vegreville, AB, CAN - Apr 10, 2026",2026-04-10 14:00:00,Live Auction,https://cdn.ironpla.net/i/20723/264/b2323e9c-52a5-430e-be79-70d1f774f5ae.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,M7-171 Premium,2016.0,,,"Nisku, AB, CAN",,10047,RitchieBros,2026-01-20 22:53:28.229233,12BF0108-8C24-3796-BB22-77EAF3872B58,2016 Kubota M7-171 Premium 4WD Tractor,4WD Tractor,"Edmonton, AB, CAN - Mar 17, 2026",2026-03-17 14:00:00,Live Auction,https://cdn.ironpla.net/i/21036/342/566c62df-1be5-4b2b-a6cb-16b765eb3653.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,Powerstar 110,2019.0,,,"Wolseley, SK, CAN",,ELRT5110CKLE50029,RitchieBros,2026-01-20 22:53:28.229233,8B06D71C-9EF6-3BB7-83E4-1786C0C12438,2019 New Holland Powerstar 110 4WD Tractor,4WD Tractor,"Wolseley, SK, CAN - Apr 01, 2026",2026-04-01 14:00:00,Live Auction,https://cdn.ironpla.net/i/19601/630/abc282a5-0c1b-4de0-a5b7-6cd267af0ba2.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Deutz-Fahr,9340 TTV,2018.0,,,"Odessa, MO, USA",,WSXAE50200LD50061,RitchieBros,2026-01-20 22:53:28.229233,B77C4750-7C2A-39C5-97FE-D06A5867D435,2018 Deutz-Fahr 9340TTV 4WD Tractor,4WD Tractor,"Midwest Regional Event, USA - Feb 10, 2026",2026-02-10 14:00:00,Live Auction,https://cdn.ironpla.net/i/21075/18/f6a6c562-1f56-4737-807d-97447a799dec.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7130,,,,"Insinger, SK, CAN",,,RitchieBros,2026-01-20 22:53:28.229233,38035D9A-067E-3135-A926-AB8777EAD6F0,John Deere 7130 4WD Tractor,4WD Tractor,"Insinger, SK, CAN - Jun 23, 2026",2026-06-23 14:00:00,Live Auction,https://cdn.ironpla.net/i/20553/119/0fb72642-fdf3-410f-813b-d765372328c3.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7600,1993.0,,,"Kingman, AB, CAN",,RW7600H003225,RitchieBros,2026-01-20 22:53:28.229233,9DACBA8E-8234-37F4-935B-6BCD715729AA,1993 John Deere 7600 4WD Tractor,4WD Tractor,"Kingman, AB, CAN - Apr 08, 2026",2026-04-08 14:00:00,Live Auction,https://cdn.ironpla.net/i/19785/196/057c500f-eae6-45c1-ac2c-cfe8482b2327.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,6155R,2018.0,,,"Morris, IL, USA",,1RW6155RLJA033617,RitchieBros,2026-01-20 22:53:28.229233,B13E319D-F0DE-3B04-BB0B-41A4743991DA,2018 John Deere 6155R 4WD Tractor,4WD Tractor,"Midwest Regional Event, USA - Feb 10, 2026",2026-02-10 14:00:00,Live Auction,https://cdn.ironpla.net/i/21147/693/428d478f-e88e-4d79-9e7d-b65c71890b57.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,TJ425,2004.0,,,"Amaranth, MB, CAN",,RVS002908,RitchieBros,2026-01-20 22:53:28.229233,06002ED2-C320-3A47-9972-D670161BCF03,2004 New Holland TJ425 Articulated Tractor,Articulated Tractor,"Amaranth, MB, CAN - Apr 15, 2026",2026-04-15 17:00:00,Live Auction,https://cdn.ironpla.net/i/20298/54/476c7866-1b75-4d87-a9a7-0ffd264c65bd.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,T6.145,2023.0,,,"Ocana, CSTL, ESP",,HACT6145TPDG21512,RitchieBros,2026-01-20 22:53:28.229233,75250B04-6723-3CD5-B137-F69FD87B6EB8,2023 New Holland T6.145 4WD Tractor,4WD Tractor,"Ocana, ESP - Mar 11, 2026",2026-03-11 07:00:00,Live Auction,https://cdn.ironpla.net/i/14569/206/1c515fe4-4da8-484a-81fc-c4e4340a8400.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7810,1997.0,,,"Assiniboia, SK, CAN",,RW7810R002995,RitchieBros,2026-01-20 22:53:28.229233,281E3F7A-DA3F-39E7-8BFE-245B605E0631,1997 John Deere 7810 4WD Tractor,4WD Tractor,"Assiniboia, SK, CAN - Mar 31, 2026",2026-03-31 14:00:00,Live Auction,https://cdn.ironpla.net/i/19624/394/a10f5829-962f-4c73-aef1-1a1979a7c923.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Ford New Holland,Ford,1998.0,,,"St Jean Baptiste, MB, CAN",,D107157,RitchieBros,2026-01-20 22:53:28.229233,3D7940E7-AB81-3B70-B4B4-D5434F76095B,1998 Ford New Holland 9482 4WD Tractor,4WD Tractor,"St Jean Baptiste, MB, CAN - Apr 17, 2026",2026-04-17 13:00:00,Live Auction,https://cdn.ironpla.net/i/20571/532/0c0dfc04-ec1a-4b9d-b15d-55a01240a6c1.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Kubota,M6-141,2016.0,,,"Windthorst, SK, CAN",,10707,RitchieBros,2026-01-20 22:53:28.229233,39D8A5CF-3572-3D2F-B35C-8A593F38204A,2016 Kubota M6-141 4WD Tractor,4WD Tractor,"Windthorst, SK, CAN - Apr 24, 2026",2026-04-24 14:00:00,Live Auction,https://cdn.ironpla.net/i/20678/711/a04d2b01-cf48-4d74-8510-c6c5dfdcd1e3.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,7200,1995.0,,,"Plenty, SK, CAN",,RW7200H003514,RitchieBros,2026-01-20 22:53:28.229233,09264C62-BC1D-3A3F-AC16-EBC37B72154E,1995 John Deere 7200 2WD Tractor,2WD Tractor,"Plenty, SK, CAN - Mar 28, 2026",2026-03-28 18:00:00,Live Auction,https://cdn.ironpla.net/i/19745/559/10b686d5-89fd-45f2-9c44-281fafa6551e.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,5115M,,,,"Enchant, AB, CAN",,1LV5115MPFS744108,RitchieBros,2026-01-20 22:53:28.229233,E6572B4E-A5CA-3137-A527-3296A96544F7,John Deere 5115M 4WD Tractor,4WD Tractor,"Enchant, AB, CAN - Mar 26, 2026",2026-03-26 14:00:00,Live Auction,https://cdn.ironpla.net/i/20293/346/e67647bd-154d-44de-bd80-eaea6d64750a.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,T7.165S,2023.0,,,"Ocana, CSTL, ESP",,HACT7165VPD121770,RitchieBros,2026-01-20 22:53:28.229233,4D6B0F46-8EBA-3150-9E61-CD1822D5BD87,2023 New Holland T7.165S 4WD Tractor,4WD Tractor,"Ocana, ESP - Mar 11, 2026",2026-03-11 07:00:00,Live Auction,https://cdn.ironpla.net/i/18193/17/639e60b6-79a3-453e-a864-9705390c293e.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,T7.165S,2023.0,,,"Ocana, CSTL, ESP",,HACT7165VPD121798,RitchieBros,2026-01-20 22:53:28.229233,C1E895F4-6900-3001-A378-DDE1A402BCFE,2023 New Holland T7.165S 4WD Tractor,4WD Tractor,"Ocana, ESP - Mar 11, 2026",2026-03-11 07:00:00,Live Auction,https://cdn.ironpla.net/i/14569/228/7d2d92f2-d29d-4673-9ab2-dde91d3f5335.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Challenger,MT765B,2007.0,,,"La Salle, MB, CAN",,AGCOB765ANSCF1153,RitchieBros,2026-01-20 22:53:28.229233,56E55477-B7A3-3FAA-9F6F-36EE87A4961B,2007 Challenger MT765B Track Tractor,Track Tractor,"La Salle, MB, CAN - Apr 08, 2026",2026-04-08 13:00:00,Live Auction,https://cdn.ironpla.net/i/20088/690/a7e3c1cd-b5a8-4766-8497-06829dcb825f.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,T6.145,2023.0,,,"Ocana, CSTL, ESP",,HACT6145LPDG21634,RitchieBros,2026-01-20 22:53:28.229233,4F1DC334-B8FC-3973-A193-A5CF9FE67339,2023 New Holland T6.145 4WD Tractor,4WD Tractor,"Ocana, ESP - Mar 11, 2026",2026-03-11 07:00:00,Live Auction,https://cdn.ironpla.net/i/14569/211/d757604e-b350-4b84-b972-4bda3ecab0de.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
New Holland,T6.145,2023.0,,,"Ocana, CSTL, ESP",,HACT6145HPDG20713,RitchieBros,2026-01-20 22:53:28.229233,D472C4B1-7E1B-36B8-8F54-C06ABCFE52F0,2023 New Holland T6.145 4WD Tractor,4WD Tractor,"Ocana, ESP - Mar 11, 2026",2026-03-11 07:00:00,Live Auction,https://cdn.ironpla.net/i/14569/204/00f3ca6f-c66e-4768-9feb-d1def7e50475.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,MAX125,2010.0,,,"St Walburg, SK, CAN",,Z9BE12300,RitchieBros,2026-01-20 22:53:28.229233,F9C4B8CE-0634-3B65-8679-51D8625DD52C,2010 Case IH MAX125 4WD Tractor,4WD Tractor,"St Walburg, SK, CAN - Apr 23, 2026",2026-04-23 14:00:00,Live Auction,https://cdn.ironpla.net/i/20645/275/8dcd52c7-88a0-4007-86ba-eb3dfe463140.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,Maxxum 120,2012.0,,,"Rose Valley, SK, CAN",,ZCBE17673,RitchieBros,2026-01-20 22:53:28.229233,C8DBA80B-3754-3380-8D16-BA1196FCA6E9,2012 Case IH Maxxum 120 4WD Tractor,4WD Tractor,"Rose Valley, SK, CAN - Apr 17, 2026",2026-04-17 18:00:00,Live Auction,https://cdn.ironpla.net/i/20492/462/3c9692da-0134-4ec0-af07-509c5360b8a7.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Ford,9480,1995.0,,,"Grandview, MB, CAN",,D102949,RitchieBros,2026-01-20 22:53:28.229233,0154F170-9F43-3DDC-8BA6-88D023C87A82,1995 Ford 9480 Articulated Tractor,Articulated Tractor,"Grandview, MB, CAN - Mar 27, 2026",2026-03-27 14:00:00,Live Auction,https://cdn.ironpla.net/i/20827/438/37d0f838-85d2-4aed-9c52-e33119293270.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
Case IH,9370,1996.0,,,"Rose Valley, SK, CAN",,JEE0036610,RitchieBros,2026-01-20 22:53:28.229233,B5ABB600-804E-3DDC-8516-FAC048E473A7,1996 Case IH 9370 Articulated 4WD Tractor,Articulated Tractor,"Rose Valley, SK, CAN - Apr 17, 2026",2026-04-17 18:00:00,Live Auction,https://cdn.ironpla.net/i/20492/436/ee450ce6-bdae-4b90-a772-932f11cd290c.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,9300,1998.0,,,"Leader, SK, CAN",,RW9300S010010,RitchieBros,2026-01-20 22:53:28.229233,7E7C6D8C-FA48-3AB1-B4CF-C0F533D9AA80,1998 John Deere 9300 Articulated Tractor,Articulated Tractor,"Leader, SK, CAN - Apr 01, 2026",2026-04-01 14:00:00,Live Auction,https://cdn.ironpla.net/i/20679/528/45410e6b-a889-3f4c-9a8b-891c993a6f0c.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,9620T,2005.0,,,"Warburg, AB, CAN",,RW9620T905056,RitchieBros,2026-01-20 22:53:28.229233,7D999161-9D98-3AF1-9485-B9A583318DB8,2005 John Deere 9620T Track Tractor,Track Tractor,"Warburg, AB, CAN - Mar 25, 2026",2026-03-25 14:00:00,Live Auction,https://cdn.ironpla.net/i/21072/52/e5c10097-56d9-48d9-bb11-b1564d1e966e.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
John Deere,9200,1998.0,,,"Wynyard, SK, CAN",,RW9200S010630,RitchieBros,2026-01-20 22:53:28.229233,6F05400C-53F9-3F0C-B186-34C457E9D8B4,1998 John Deere 9200 Articulated Tractor,Articulated Tractor,"Wynyard, SK, CAN - Apr 23, 2026",2026-04-23 14:00:00,Live Auction,https://cdn.ironpla.net/i/19765/864/c0e5f8b1-b833-46ff-9140-d3e65577ccd0.jpg,https://www.rbauction.com/cp/agricultural-tractors,,,,
